test_num,pinned_thread,thread1,thread2,thread1_rep_1_wins,thread1_rep_2_wins,thread1_rep_3_wins,thread2_rep_1_wins,thread2_rep_2_wins,thread2_rep_3_wins,thread1_total_wins,thread2_total_wins,total
13,22,5,21,501,500,499,499,500,501,1500,1500,3000
13,23,5,21,501,499,501,499,501,499,1501,1499,3000
13,24,5,21,500,503,498,500,497,502,1501,1499,3000
13,25,5,21,503,498,500,497,502,500,1501,1499,3000
13,26,5,21,502,500,499,498,500,501,1501,1499,3000
13,27,5,21,501,500,499,499,500,501,1500,1500,3000
13,28,5,21,498,503,501,502,497,499,1502,1498,3000
13,29,5,21,500,497,494,500,503,506,1491,1509,3000
13,30,5,21,502,503,503,498,497,497,1508,1492,3000
13,31,5,21,508,499,500,492,501,500,1507,1493,3000
13,0,6,22,502,501,501,498,499,499,1504,1496,3000
13,1,6,22,501,499,502,499,501,498,1502,1498,3000
13,2,6,22,501,501,500,499,499,500,1502,1498,3000
13,3,6,22,500,498,502,500,502,498,1500,1500,3000
13,4,6,22,498,501,500,502,499,500,1499,1501,3000
13,5,6,22,499,500,501,501,500,499,1500,1500,3000
13,6,6,22,499,501,500,501,499,500,1500,1500,3000
13,7,6,22,500,500,499,500,500,501,1499,1501,3000
13,8,6,22,501,503,502,499,497,498,1506,1494,3000
13,9,6,22,509,498,497,491,502,503,1504,1496,3000
13,10,6,22,501,512,502,499,488,498,1515,1485,3000
13,11,6,22,493,500,504,507,500,496,1497,1503,3000
13,12,6,22,510,500,494,490,500,506,1504,1496,3000
13,13,6,22,496,495,498,504,505,502,1489,1511,3000
13,14,6,22,505,501,500,495,499,500,1506,1494,3000
13,15,6,22,510,500,501,490,500,499,1511,1489,3000
13,16,6,22,500,500,500,500,500,500,1500,1500,3000
13,17,6,22,502,500,498,498,500,502,1500,1500,3000
13,18,6,22,499,500,500,501,500,500,1499,1501,3000
13,19,6,22,502,499,500,498,501,500,1501,1499,3000
13,20,6,22,498,502,501,502,498,499,1501,1499,3000
13,21,6,22,501,502,502,499,498,498,1505,1495,3000
13,22,6,22,500,500,747,500,500,253,1747,1253,3000
13,23,6,22,500,501,500,500,499,500,1501,1499,3000
13,24,6,22,506,502,508,494,498,492,1516,1484,3000
13,25,6,22,501,501,506,499,499,494,1508,1492,3000
13,26,6,22,501,505,505,499,495,495,1511,1489,3000
13,27,6,22,499,500,503,501,500,497,1502,1498,3000
13,28,6,22,501,503,505,499,497,495,1509,1491,3000
13,29,6,22,499,502,500,501,498,500,1501,1499,3000
13,30,6,22,499,499,501,501,501,499,1499,1501,3000
13,31,6,22,500,500,500,500,500,500,1500,1500,3000
13,0,7,23,499,498,502,501,502,498,1499,1501,3000
13,1,7,23,499,500,500,501,500,500,1499,1501,3000
13,2,7,23,501,501,501,499,499,499,1503,1497,3000
13,3,7,23,500,499,500,500,501,500,1499,1501,3000
13,4,7,23,500,500,500,500,500,500,1500,1500,3000
13,5,7,23,499,498,499,501,502,501,1496,1504,3000
13,6,7,23,500,502,499,500,498,501,1501,1499,3000
13,7,7,23,343,502,500,657,498,500,1345,1655,3000
13,8,7,23,502,505,501,498,495,499,1508,1492,3000
13,9,7,23,498,500,488,502,500,512,1486,1514,3000
13,10,7,23,503,498,501,497,502,499,1502,1498,3000
13,11,7,23,502,505,503,498,495,497,1510,1490,3000
13,12,7,23,507,501,501,493,499,499,1509,1491,3000
13,13,7,23,501,500,508,499,500,492,1509,1491,3000
13,14,7,23,498,499,506,502,501,494,1503,1497,3000
13,15,7,23,498,498,499,502,502,501,1495,1505,3000
13,16,7,23,500,501,499,500,499,501,1500,1500,3000
13,17,7,23,498,499,498,502,501,502,1495,1505,3000
13,18,7,23,500,501,500,500,499,500,1501,1499,3000
13,19,7,23,502,500,501,498,500,499,1503,1497,3000
13,20,7,23,500,500,499,500,500,501,1499,1501,3000
13,21,7,23,500,499,502,500,501,498,1501,1499,3000
13,22,7,23,501,500,498,499,500,502,1499,1501,3000
13,23,7,23,499,499,502,501,501,498,1500,1500,3000
13,24,7,23,504,516,501,496,484,499,1521,1479,3000
13,25,7,23,501,496,509,499,504,491,1506,1494,3000
13,26,7,23,502,506,497,498,494,503,1505,1495,3000
13,27,7,23,507,501,499,493,499,501,1507,1493,3000
13,28,7,23,499,501,500,501,499,500,1500,1500,3000
13,29,7,23,504,503,503,496,497,497,1510,1490,3000
13,30,7,23,494,497,490,506,503,510,1481,1519,3000
13,31,7,23,499,501,507,501,499,493,1507,1493,3000
13,0,8,24,500,499,500,500,501,500,1499,1501,3000
13,1,8,24,502,500,502,498,500,498,1504,1496,3000
13,2,8,24,497,496,501,503,504,499,1494,1506,3000
13,3,8,24,501,498,498,499,502,502,1497,1503,3000
13,4,8,24,493,502,499,507,498,501,1494,1506,3000
13,5,8,24,502,499,502,498,501,498,1503,1497,3000
13,6,8,24,507,500,499,493,500,501,1506,1494,3000
13,7,8,24,501,505,498,499,495,502,1504,1496,3000
13,8,8,24,497,500,472,503,500,528,1469,1531,3000
13,9,8,24,501,501,501,499,499,499,1503,1497,3000
13,10,8,24,502,501,502,498,499,498,1505,1495,3000
13,11,8,24,501,502,503,499,498,497,1506,1494,3000
13,12,8,24,501,500,501,499,500,499,1502,1498,3000
13,13,8,24,502,500,502,498,500,498,1504,1496,3000
13,14,8,24,500,502,500,500,498,500,1502,1498,3000
13,15,8,24,501,501,500,499,499,500,1502,1498,3000
13,16,8,24,506,500,500,494,500,500,1506,1494,3000
13,17,8,24,502,502,500,498,498,500,1504,1496,3000
13,18,8,24,502,502,505,498,498,495,1509,1491,3000
13,19,8,24,499,499,501,501,501,499,1499,1501,3000
13,20,8,24,495,504,507,505,496,493,1506,1494,3000
13,21,8,24,499,499,502,501,501,498,1500,1500,3000
13,22,8,24,503,499,501,497,501,499,1503,1497,3000
13,23,8,24,499,499,502,501,501,498,1500,1500,3000
13,24,8,24,500,532,990,500,468,10,2022,978,3000
13,25,8,24,500,501,501,500,499,499,1502,1498,3000
13,26,8,24,501,502,500,499,498,500,1503,1497,3000
13,27,8,24,499,501,501,501,499,499,1501,1499,3000
13,28,8,24,500,500,501,500,500,499,1501,1499,3000
13,29,8,24,500,499,501,500,501,499,1500,1500,3000
13,30,8,24,502,499,500,498,501,500,1501,1499,3000
13,31,8,24,501,501,500,499,499,500,1502,1498,3000
13,0,9,25,501,498,504,499,502,496,1503,1497,3000
13,1,9,25,500,499,500,500,501,500,1499,1501,3000
13,2,9,25,500,501,503,500,499,497,1504,1496,3000
13,3,9,25,499,499,503,501,501,497,1501,1499,3000
13,4,9,25,500,504,500,500,496,500,1504,1496,3000
13,5,9,25,503,498,499,497,502,501,1500,1500,3000
13,6,9,25,498,499,502,502,501,498,1499,1501,3000
13,7,9,25,499,504,502,501,496,498,1505,1495,3000
13,8,9,25,500,500,501,500,500,499,1501,1499,3000
13,9,9,25,501,501,501,499,499,499,1503,1497,3000
13,10,9,25,501,500,499,499,500,501,1500,1500,3000
13,11,9,25,500,501,500,500,499,500,1501,1499,3000
13,12,9,25,502,502,500,498,498,500,1504,1496,3000
13,13,9,25,500,500,501,500,500,499,1501,1499,3000
13,14,9,25,504,497,500,496,503,500,1501,1499,3000
13,15,9,25,499,500,501,501,500,499,1500,1500,3000
13,16,9,25,501,498,502,499,502,498,1501,1499,3000
13,17,9,25,500,501,500,500,499,500,1501,1499,3000
13,18,9,25,497,494,502,503,506,498,1493,1507,3000
13,19,9,25,502,499,502,498,501,498,1503,1497,3000
13,20,9,25,500,499,496,500,501,504,1495,1505,3000
13,21,9,25,500,501,496,500,499,504,1497,1503,3000
13,22,9,25,500,494,511,500,506,489,1505,1495,3000
13,23,9,25,503,502,508,497,498,492,1513,1487,3000
13,24,9,25,501,501,501,499,499,499,1503,1497,3000
13,25,9,25,500,501,500,500,499,500,1501,1499,3000
13,26,9,25,498,501,501,502,499,499,1500,1500,3000
13,27,9,25,498,501,505,502,499,495,1504,1496,3000
13,28,9,25,500,500,501,500,500,499,1501,1499,3000
13,29,9,25,501,501,501,499,499,499,1503,1497,3000
13,30,9,25,501,501,501,499,499,499,1503,1497,3000
13,31,9,25,500,501,499,500,499,501,1500,1500,3000
13,0,10,26,501,498,501,499,502,499,1500,1500,3000
13,1,10,26,504,501,502,496,499,498,1507,1493,3000
13,2,10,26,503,502,497,497,498,503,1502,1498,3000
13,3,10,26,502,503,498,498,497,502,1503,1497,3000
13,4,10,26,499,503,496,501,497,504,1498,1502,3000
13,5,10,26,503,501,505,497,499,495,1509,1491,3000
13,6,10,26,502,498,500,498,502,500,1500,1500,3000
13,7,10,26,498,494,500,502,506,500,1492,1508,3000
13,8,10,26,501,501,500,499,499,500,1502,1498,3000
13,9,10,26,502,500,501,498,500,499,1503,1497,3000
13,10,10,26,270,500,500,730,500,500,1270,1730,3000
13,11,10,26,503,500,502,497,500,498,1505,1495,3000
13,12,10,26,501,500,499,499,500,501,1500,1500,3000
13,13,10,26,501,501,498,499,499,502,1500,1500,3000
13,14,10,26,500,503,502,500,497,498,1505,1495,3000
13,15,10,26,500,500,501,500,500,499,1501,1499,3000
13,16,10,26,498,507,492,502,493,508,1497,1503,3000
13,17,10,26,502,503,499,498,497,501,1504,1496,3000
13,18,10,26,503,503,506,497,497,494,1512,1488,3000
13,19,10,26,499,508,496,501,492,504,1503,1497,3000
13,20,10,26,504,505,498,496,495,502,1507,1493,3000
13,21,10,26,502,501,503,498,499,497,1506,1494,3000
13,22,10,26,503,503,500,497,497,500,1506,1494,3000
13,23,10,26,502,504,499,498,496,501,1505,1495,3000
13,24,10,26,501,501,499,499,499,501,1501,1499,3000
13,25,10,26,498,500,501,502,500,499,1499,1501,3000
13,26,10,26,500,500,500,500,500,500,1500,1500,3000
13,27,10,26,500,502,502,500,498,498,1504,1496,3000
13,28,10,26,500,501,499,500,499,501,1500,1500,3000
13,29,10,26,500,504,501,500,496,499,1505,1495,3000
13,30,10,26,500,500,500,500,500,500,1500,1500,3000
13,31,10,26,502,501,501,498,499,499,1504,1496,3000
13,0,11,27,500,503,505,500,497,495,1508,1492,3000
13,1,11,27,500,499,500,500,501,500,1499,1501,3000
13,2,11,27,499,500,501,501,500,499,1500,1500,3000
13,3,11,27,500,501,501,500,499,499,1502,1498,3000
13,4,11,27,506,499,500,494,501,500,1505,1495,3000
13,5,11,27,502,504,506,498,496,494,1512,1488,3000
13,6,11,27,500,500,499,500,500,501,1499,1501,3000
13,7,11,27,501,499,502,499,501,498,1502,1498,3000
13,8,11,27,500,499,502,500,501,498,1501,1499,3000
13,9,11,27,501,500,499,499,500,501,1500,1500,3000
13,10,11,27,499,499,502,501,501,498,1500,1500,3000
13,11,11,27,500,370,498,500,630,502,1368,1632,3000
13,12,11,27,500,502,499,500,498,501,1501,1499,3000
13,13,11,27,500,500,501,500,500,499,1501,1499,3000
13,14,11,27,501,498,502,499,502,498,1501,1499,3000
13,15,11,27,502,501,502,498,499,498,1505,1495,3000
13,16,11,27,502,500,500,498,500,500,1502,1498,3000
13,17,11,27,499,500,501,501,500,499,1500,1500,3000
13,18,11,27,499,500,501,501,500,499,1500,1500,3000
13,19,11,27,503,510,506,497,490,494,1519,1481,3000
13,20,11,27,501,502,500,499,498,500,1503,1497,3000
13,21,11,27,500,498,508,500,502,492,1506,1494,3000
13,22,11,27,503,503,500,497,497,500,1506,1494,3000
13,23,11,27,500,500,502,500,500,498,1502,1498,3000
13,24,11,27,502,500,500,498,500,500,1502,1498,3000
13,25,11,27,500,500,500,500,500,500,1500,1500,3000
13,26,11,27,502,500,501,498,500,499,1503,1497,3000
13,27,11,27,500,500,502,500,500,498,1502,1498,3000
13,28,11,27,501,501,501,499,499,499,1503,1497,3000
13,29,11,27,502,499,500,498,501,500,1501,1499,3000
13,30,11,27,499,504,500,501,496,500,1503,1497,3000
13,31,11,27,503,500,499,497,500,501,1502,1498,3000
13,0,12,28,494,502,501,506,498,499,1497,1503,3000
13,1,12,28,497,496,499,503,504,501,1492,1508,3000
13,2,12,28,507,500,500,493,500,500,1507,1493,3000
13,3,12,28,510,500,505,490,500,495,1515,1485,3000
13,4,12,28,503,500,501,497,500,499,1504,1496,3000
13,5,12,28,499,502,508,501,498,492,1509,1491,3000
13,6,12,28,504,499,498,496,501,502,1501,1499,3000
13,7,12,28,495,498,499,505,502,501,1492,1508,3000
13,8,12,28,499,501,502,501,499,498,1502,1498,3000
13,9,12,28,501,501,500,499,499,500,1502,1498,3000
13,10,12,28,501,502,502,499,498,498,1505,1495,3000
13,11,12,28,501,500,501,499,500,499,1502,1498,3000
13,12,12,28,500,479,501,500,521,499,1480,1520,3000
13,13,12,28,500,501,500,500,499,500,1501,1499,3000
13,14,12,28,499,500,500,501,500,500,1499,1501,3000
13,15,12,28,501,499,500,499,501,500,1500,1500,3000
13,16,12,28,501,504,506,499,496,494,1511,1489,3000
13,17,12,28,503,502,502,497,498,498,1507,1493,3000
13,18,12,28,486,499,499,514,501,501,1484,1516,3000
13,19,12,28,499,496,501,501,504,499,1496,1504,3000
13,20,12,28,501,505,494,499,495,506,1500,1500,3000
13,21,12,28,499,502,499,501,498,501,1500,1500,3000
13,22,12,28,496,510,493,504,490,507,1499,1501,3000
13,23,12,28,493,501,503,507,499,497,1497,1503,3000
13,24,12,28,502,499,501,498,501,499,1502,1498,3000
13,25,12,28,501,499,499,499,501,501,1499,1501,3000
13,26,12,28,501,501,501,499,499,499,1503,1497,3000
13,27,12,28,500,502,500,500,498,500,1502,1498,3000
13,28,12,28,501,501,501,499,499,499,1503,1497,3000
13,29,12,28,501,501,499,499,499,501,1501,1499,3000
13,30,12,28,498,502,501,502,498,499,1501,1499,3000
13,31,12,28,500,499,502,500,501,498,1501,1499,3000
13,0,13,29,501,501,501,499,499,499,1503,1497,3000
13,1,13,29,499,503,499,501,497,501,1501,1499,3000
13,2,13,29,506,502,501,494,498,499,1509,1491,3000
13,3,13,29,503,504,505,497,496,495,1512,1488,3000
13,4,13,29,501,500,505,499,500,495,1506,1494,3000
13,5,13,29,498,500,503,502,500,497,1501,1499,3000
13,6,13,29,501,500,505,499,500,495,1506,1494,3000
13,7,13,29,497,495,502,503,505,498,1494,1506,3000
13,8,13,29,502,501,500,498,499,500,1503,1497,3000
13,9,13,29,501,503,500,499,497,500,1504,1496,3000
13,10,13,29,502,501,500,498,499,500,1503,1497,3000
13,11,13,29,501,500,500,499,500,500,1501,1499,3000
13,12,13,29,501,501,500,499,499,500,1502,1498,3000
13,13,13,29,500,499,501,500,501,499,1500,1500,3000
13,14,13,29,501,501,497,499,499,503,1499,1501,3000
13,15,13,29,499,500,500,501,500,500,1499,1501,3000
13,16,13,29,504,498,502,496,502,498,1504,1496,3000
13,17,13,29,503,502,503,497,498,497,1508,1492,3000
13,18,13,29,505,498,502,495,502,498,1505,1495,3000
13,19,13,29,500,502,494,500,498,506,1496,1504,3000
13,20,13,29,503,492,496,497,508,504,1491,1509,3000
13,21,13,29,501,511,502,499,489,498,1514,1486,3000
13,22,13,29,500,503,506,500,497,494,1509,1491,3000
13,23,13,29,502,501,500,498,499,500,1503,1497,3000
13,24,13,29,502,500,500,498,500,500,1502,1498,3000
13,25,13,29,503,501,500,497,499,500,1504,1496,3000
13,26,13,29,501,500,501,499,500,499,1502,1498,3000
13,27,13,29,498,499,499,502,501,501,1496,1504,3000
13,28,13,29,500,500,500,500,500,500,1500,1500,3000
13,29,13,29,500,500,500,500,500,500,1500,1500,3000
13,30,13,29,501,500,500,499,500,500,1501,1499,3000
13,31,13,29,500,501,501,500,499,499,1502,1498,3000
13,0,14,30,508,504,501,492,496,499,1513,1487,3000
13,1,14,30,503,497,500,497,503,500,1500,1500,3000
13,2,14,30,501,501,494,499,499,506,1496,1504,3000
13,3,14,30,502,498,502,498,502,498,1502,1498,3000
13,4,14,30,502,497,505,498,503,495,1504,1496,3000
13,5,14,30,497,502,501,503,498,499,1500,1500,3000
13,6,14,30,512,500,499,488,500,501,1511,1489,3000
13,7,14,30,501,497,503,499,503,497,1501,1499,3000
13,8,14,30,501,500,503,499,500,497,1504,1496,3000
13,9,14,30,500,501,501,500,499,499,1502,1498,3000
13,10,14,30,501,500,501,499,500,499,1502,1498,3000
13,11,14,30,499,501,501,501,499,499,1501,1499,3000
13,12,14,30,500,500,502,500,500,498,1502,1498,3000
13,13,14,30,500,501,500,500,499,500,1501,1499,3000
13,14,14,30,500,345,499,500,655,501,1344,1656,3000
13,15,14,30,501,499,500,499,501,500,1500,1500,3000
13,16,14,30,506,502,504,494,498,496,1512,1488,3000
13,17,14,30,498,505,507,502,495,493,1510,1490,3000
13,18,14,30,498,501,499,502,499,501,1498,1502,3000
13,19,14,30,502,501,497,498,499,503,1500,1500,3000
13,20,14,30,500,495,501,500,505,499,1496,1504,3000
13,21,14,30,500,502,503,500,498,497,1505,1495,3000
13,22,14,30,505,503,493,495,497,507,1501,1499,3000
13,23,14,30,503,500,501,497,500,499,1504,1496,3000
13,24,14,30,500,498,501,500,502,499,1499,1501,3000
13,25,14,30,503,501,500,497,499,500,1504,1496,3000
13,26,14,30,498,500,500,502,500,500,1498,1502,3000
