test_id,seed_thread,worker_thread,latency_b4,pfd_avg,pfd_min,pfd_max,pfd_std,pfd_absdev
14,4,1,58681.6,6.2,0.0,184.0,10.6,4.8
14,2,5,71703.9,4.5,0.0,508.0,16.4,1.6
14,1,6,74569.0,7.0,0.0,472.0,20.8,6.2
14,2,2,1321.9,2.8,0.0,111.0,2.2,0.5
14,5,6,65972.7,4.5,0.0,220.0,6.6,1.7
14,4,5,62624.5,13.0,0.0,544.0,49.9,17.3
14,4,3,74324.1,4.4,0.0,615.0,11.6,3.1
14,1,2,59064.6,6.0,0.0,364.0,14.6,4.5
14,3,5,57939.4,5.3,0.0,184.0,8.5,3.0
14,3,4,75929.6,4.1,0.0,219.0,9.1,2.5
14,5,5,1398.8,3.8,0.0,220.0,3.2,0.7
14,1,5,62017.3,6.9,0.0,760.0,29.7,6.3
14,6,6,1274.2,2.8,0.0,39.0,1.7,0.5
14,6,2,61360.4,5.6,0.0,148.0,9.6,3.7
15,1,1,1347.0,3.9,0.0,76.0,2.5,0.5
15,1,5,64924.8,5.5,0.0,400.0,14.6,3.4
15,6,3,62512.7,6.0,0.0,760.0,21.8,4.4
15,6,4,92091.7,4.6,0.0,364.0,7.6,1.7
15,4,1,106915.3,5.3,0.0,436.0,17.5,3.2
15,6,2,57859.6,3.6,0.0,111.0,5.7,1.6
15,2,4,140279.3,5.5,0.0,723.0,19.4,5.2
15,2,2,1239.1,2.9,0.0,75.0,1.7,0.3
15,5,2,74725.5,4.4,0.0,399.0,11.1,3.1
15,1,4,94311.0,2.4,0.0,398.0,5.9,1.1
15,1,2,124379.3,3.2,0.0,147.0,5.3,0.7
15,3,1,93648.2,3.8,0.0,147.0,6.3,2.0
15,5,6,160715.7,4.7,0.0,724.0,16.1,2.1
15,2,5,162316.0,4.8,0.0,436.0,10.7,2.2
15,2,3,138623.9,5.1,0.0,472.0,9.9,2.6
15,3,5,70707.1,4.3,0.0,220.0,5.7,1.2
15,2,6,97247.6,5.7,0.0,148.0,9.5,3.8
15,3,2,84347.8,4.8,0.0,399.0,13.9,3.8
15,5,4,52579.2,4.0,0.0,255.0,7.8,2.4
15,6,5,58414.8,4.3,0.0,472.0,10.8,1.1
15,4,6,61024.5,4.8,0.0,400.0,10.3,2.2
15,1,6,136516.6,4.1,0.0,148.0,4.0,0.7
15,5,1,144442.3,4.1,0.0,471.0,16.5,2.7
15,1,3,63103.6,4.3,0.0,724.0,8.8,1.3
15,4,5,118185.8,5.8,0.0,148.0,9.2,3.9
15,6,6,1213.7,3.8,0.0,472.0,5.7,0.8
15,4,3,57000.0,5.1,0.0,184.0,8.5,2.8
15,3,3,1195.2,3.8,0.0,40.0,2.3,0.6
15,5,3,78541.1,4.8,0.0,471.0,10.4,3.9
15,4,2,60548.9,5.2,0.0,400.0,11.3,2.9
15,3,4,53163.4,4.1,0.0,219.0,7.9,2.5
15,2,1,55363.1,4.4,0.0,76.0,5.5,1.4
15,3,6,90634.4,6.0,0.0,328.0,11.3,4.4
15,5,5,1641.7,3.8,0.0,40.0,2.3,0.5
15,4,4,1349.9,2.0,0.0,38.0,2.1,0.2
15,6,1,56251.6,4.3,0.0,184.0,5.8,1.2
34,2,1,58901.2,4.0,0.0,435.0,10.3,2.5
34,1,5,87265.7,5.9,0.0,615.0,21.6,6.0
34,6,1,71647.6,5.5,0.0,400.0,11.5,3.4
34,1,4,74563.5,3.4,0.0,974.0,24.2,3.1
34,5,4,95388.6,6.5,0.0,1371.0,20.4,6.7
34,4,4,1385.0,3.4,0.0,507.0,7.2,1.3
34,5,3,59174.9,3.4,0.0,651.0,10.2,1.2
34,5,2,60984.8,4.7,0.0,652.0,12.2,1.9
34,2,5,73643.8,4.2,0.0,831.0,21.3,2.8
34,3,1,66300.8,8.0,0.0,1120.0,31.6,7.9
34,2,3,153092.8,6.8,0.0,760.0,24.2,6.0
34,5,6,160250.7,6.1,0.0,760.0,21.9,4.8
34,6,6,1187.6,3.0,0.0,75.0,2.5,0.4
34,4,1,60386.7,5.2,0.0,759.0,29.4,4.8
34,6,3,80850.7,5.0,0.0,652.0,20.4,2.7
34,2,4,57520.1,4.4,0.0,579.0,20.4,3.1
34,1,3,71214.7,5.5,0.0,760.0,23.7,3.7
34,5,5,1188.7,2.8,0.0,327.0,3.8,0.5
34,4,2,148732.2,6.0,0.0,1156.0,20.6,4.3
34,1,6,57329.8,5.5,0.0,508.0,12.8,3.6
34,4,5,66992.2,4.1,0.0,220.0,5.9,0.9
34,6,2,97032.6,5.0,0.0,831.0,18.1,4.4
34,1,2,53857.5,5.4,0.0,544.0,11.8,3.2
34,1,1,1200.1,3.9,0.0,76.0,3.5,0.8
34,6,5,66272.5,15.0,0.0,796.0,31.4,17.4
34,5,1,97235.7,5.0,0.0,651.0,24.0,4.3
34,2,2,1215.6,3.8,0.0,112.0,2.6,0.6
34,4,3,66184.3,4.3,0.0,256.0,6.9,1.2
34,6,4,62279.4,4.8,0.0,794.0,25.5,5.7
34,3,2,68666.4,4.7,0.0,831.0,21.9,3.8
34,3,4,87066.9,5.9,0.0,687.0,20.8,5.9
34,3,3,1203.7,2.8,0.0,111.0,2.7,0.6
34,4,6,88143.4,8.9,0.0,1192.0,33.3,9.5
34,3,6,103984.8,8.6,0.0,940.0,30.2,9.0
34,2,6,85351.4,6.7,0.0,472.0,15.6,5.7
34,3,5,59985.6,5.0,0.0,903.0,23.5,4.4
