test_id,seed_thread,worker_thread,latency_b4,pfd_avg,pfd_min,pfd_max,pfd_std,pfd_absdev
13,1,1,1234.2,3.8,0.0,40.0,2.7,0.5
13,4,5,61674.1,4.3,0.0,184.0,5.7,1.1
13,3,1,78706.5,4.3,0.0,436.0,8.2,1.3
13,1,4,91261.3,4.2,0.0,580.0,13.1,1.8
13,4,6,122539.5,3.9,0.0,328.0,4.4,0.7
13,5,6,155789.2,4.1,0.0,436.0,8.5,1.0
13,5,1,126545.4,5.0,0.0,436.0,13.4,2.7
13,6,3,90897.9,4.9,0.0,687.0,16.1,3.4
13,2,3,63713.1,5.1,0.0,436.0,15.7,3.0
13,4,1,66811.8,3.8,0.0,400.0,7.2,0.8
13,6,6,1223.1,3.9,0.0,40.0,2.7,0.7
13,5,2,61998.3,3.8,0.0,435.0,11.2,1.9
13,1,3,66278.3,5.1,0.0,436.0,9.7,2.7
13,1,6,142615.6,4.6,0.0,220.0,6.9,1.8
13,5,4,87647.1,4.0,0.0,112.0,6.3,1.9
13,6,2,96754.1,4.7,0.0,292.0,7.1,2.0
13,5,5,1210.2,3.8,0.0,40.0,2.1,0.5
13,2,2,1217.4,3.8,0.0,40.0,2.2,0.6
13,5,6,59207.8,4.8,0.0,364.0,10.5,2.2
13,5,1,149558.2,4.4,0.0,472.0,9.9,1.5
13,4,3,75816.2,4.5,0.0,220.0,6.9,1.7
13,2,5,98111.7,5.1,0.0,436.0,10.2,2.8
13,4,5,56854.1,3.8,0.0,219.0,7.1,2.0
13,4,4,1238.6,3.8,0.0,40.0,2.5,0.6
13,3,5,107211.7,4.0,0.0,184.0,4.1,0.7
13,1,1,1233.9,3.8,0.0,40.0,2.2,0.6
13,2,1,132114.8,4.8,0.0,148.0,8.2,2.1
13,3,1,92395.4,4.1,0.0,400.0,10.2,1.3
13,5,3,69673.4,3.9,0.0,220.0,4.8,1.1
13,3,2,103288.4,4.5,0.0,364.0,13.1,3.3
13,3,3,1224.9,3.8,0.0,40.0,2.5,0.6
13,1,2,126128.7,4.8,0.0,219.0,7.6,2.3
13,6,3,111926.3,4.4,0.0,435.0,8.6,3.0
13,3,6,155712.7,4.8,0.0,580.0,12.7,2.2
13,2,3,110673.5,3.6,0.0,437.0,10.3,1.7
13,6,4,113782.0,3.8,0.0,436.0,8.7,1.1
13,6,5,63516.6,4.5,0.0,436.0,11.6,2.4
13,2,4,65707.4,3.9,0.0,542.0,7.6,1.5
13,1,4,148291.7,3.4,0.0,435.0,10.1,1.2
13,3,4,132224.8,3.9,0.0,147.0,4.1,0.6
13,6,1,64877.4,4.1,0.0,219.0,5.5,0.9
13,4,2,87829.5,4.6,0.0,724.0,14.7,1.7
13,4,6,76514.2,5.3,0.0,796.0,15.2,3.2
13,1,5,106336.9,4.4,0.0,400.0,8.6,1.6
13,2,6,66470.5,5.4,0.0,292.0,9.9,3.4
14,3,1,87210.0,4.5,0.0,400.0,19.0,3.2
14,4,5,140312.8,4.0,0.0,220.0,8.2,2.3
14,2,3,60923.4,5.5,0.0,436.0,15.2,3.6
14,1,2,82806.2,4.6,0.0,219.0,9.7,3.4
14,5,4,127836.2,5.1,0.0,220.0,10.7,3.4
14,3,5,60830.2,4.2,0.0,256.0,5.2,1.0
14,2,1,122046.8,4.8,0.0,256.0,7.6,2.2
14,3,2,63344.5,4.8,0.0,436.0,15.8,3.1
14,1,6,131540.8,3.3,0.0,219.0,5.8,1.1
14,3,4,58984.0,4.0,0.0,219.0,6.1,1.0
14,5,2,85735.2,4.7,0.0,400.0,17.2,3.6
14,6,6,1189.9,3.7,0.0,40.0,2.2,0.8
14,6,5,126749.0,8.2,0.0,796.0,39.2,8.9
14,2,5,117864.6,5.4,0.0,655.0,32.4,5.8
14,4,4,1203.3,3.7,0.0,40.0,2.1,0.7
14,1,4,120389.4,5.9,0.0,652.0,25.5,4.3
14,3,3,1212.8,3.7,0.0,40.0,2.3,0.7
14,1,1,1192.3,3.7,0.0,40.0,2.1,0.7
14,6,3,65629.7,9.0,0.0,796.0,25.3,9.7
14,5,6,116622.3,12.7,0.0,760.0,54.5,16.9
14,3,6,60313.4,6.1,0.0,435.0,31.7,6.6
14,4,6,61565.8,4.7,0.0,652.0,16.5,2.1
14,4,3,58037.0,5.1,0.0,148.0,11.0,3.6
14,1,3,61391.3,8.9,0.0,760.0,40.4,9.9
14,6,4,61321.6,5.9,0.0,831.0,21.3,4.3
14,4,1,98905.3,5.6,0.0,400.0,11.5,3.7
14,5,5,1203.5,3.7,0.0,40.0,2.1,0.7
14,2,2,1226.3,2.8,0.0,39.0,2.1,0.5
14,2,4,84613.0,4.8,0.0,435.0,22.7,4.0
14,5,3,71729.1,3.9,0.0,219.0,6.9,1.6
14,4,2,126699.8,5.9,0.0,723.0,27.9,6.1
14,1,5,84970.4,5.0,0.0,832.0,20.3,2.6
14,6,2,118320.0,4.1,0.0,184.0,7.0,1.3
14,5,1,157225.4,5.2,0.0,400.0,17.4,3.0
14,6,1,113231.6,4.2,0.0,219.0,8.0,1.5
14,2,6,58931.8,4.1,0.0,256.0,7.4,2.3
15,6,2,121427.8,4.1,0.0,112.0,4.5,0.8
15,2,3,152039.3,4.8,0.0,472.0,9.9,2.2
15,2,6,72928.0,4.7,0.0,148.0,6.6,2.0
15,6,6,1190.4,3.7,0.0,40.0,2.2,0.6
15,4,4,1249.7,3.0,0.0,39.0,2.8,0.5
15,2,1,139893.0,4.9,0.0,112.0,7.5,2.4
15,4,2,133485.7,4.7,0.0,436.0,8.8,2.1
15,3,2,58544.4,3.6,0.0,579.0,11.2,1.6
15,5,3,75884.6,5.5,0.0,148.0,10.4,3.6
15,5,1,90218.7,4.5,0.0,796.0,13.6,1.9
15,5,5,1207.8,3.8,0.0,40.0,2.4,0.5
15,5,6,103708.8,4.7,0.0,472.0,12.9,1.9
15,3,1,160959.5,4.6,0.0,400.0,15.8,1.8
15,6,5,155955.0,4.8,0.0,472.0,11.6,2.2
15,1,2,57333.6,3.2,0.0,111.0,5.7,1.5
15,1,5,130535.5,4.3,0.0,400.0,10.2,1.1
15,6,1,67757.0,3.9,0.0,112.0,4.6,0.7
15,6,4,109493.3,4.5,0.0,435.0,12.4,2.2
15,2,5,128531.7,4.4,0.0,580.0,7.2,1.4
15,1,1,1207.7,3.8,0.0,40.0,2.2,0.6
15,4,3,76838.4,4.8,0.0,147.0,10.2,3.8
15,4,1,136884.7,3.5,0.0,434.0,8.1,1.4
15,3,5,138385.8,4.2,0.0,364.0,6.1,1.0
15,3,3,1220.8,3.9,0.0,76.0,2.6,0.5
15,5,2,100590.3,4.0,0.0,507.0,9.7,1.8
15,1,6,128297.9,5.1,0.0,220.0,8.2,2.7
15,3,6,58831.6,4.4,0.0,436.0,10.3,1.9
15,1,3,83696.0,4.7,0.0,435.0,11.2,2.6
15,2,2,1209.1,3.4,0.0,39.0,2.4,0.5
15,2,4,137948.8,4.2,0.0,363.0,7.4,1.8
15,1,4,61143.6,4.0,0.0,399.0,7.6,2.5
15,4,6,125583.1,4.9,0.0,436.0,10.1,2.2
15,4,5,148697.7,4.6,0.0,400.0,9.0,1.7
15,6,3,74949.2,4.3,0.0,435.0,6.6,1.4
15,3,4,133900.6,4.7,0.0,148.0,6.6,2.0
15,5,4,116798.7,4.4,0.0,220.0,5.5,1.3
34,6,1,118856.4,5.6,0.0,256.0,10.9,3.5
34,4,1,68262.4,6.9,0.0,832.0,26.5,6.2
34,6,5,65992.8,5.8,0.0,651.0,25.2,4.2
34,2,5,86483.7,4.5,0.0,364.0,9.3,2.6
34,6,4,127900.7,6.2,0.0,544.0,16.7,5.0
34,5,5,1201.9,3.7,0.0,112.0,2.6,0.7
34,3,3,1200.3,3.7,0.0,220.0,3.0,0.7
34,3,5,146869.4,4.8,0.0,400.0,9.5,2.3
34,2,1,96128.6,4.4,0.0,364.0,11.4,2.9
34,6,2,114555.7,3.6,0.0,399.0,10.3,2.6
34,1,4,63852.4,5.3,0.0,724.0,21.2,4.9
34,3,6,108069.9,5.8,0.0,508.0,21.8,4.0
34,5,2,86518.3,7.0,0.0,759.0,28.4,8.0
34,1,5,99797.9,6.6,0.0,760.0,25.9,5.6
34,6,6,1302.8,3.7,0.0,76.0,3.0,0.8
34,2,6,87476.8,4.2,0.0,328.0,9.6,1.1
34,5,3,87265.5,6.2,0.0,472.0,13.1,4.7
34,1,1,1217.1,4.0,0.0,292.0,5.0,0.7
34,5,1,151636.0,6.0,0.0,688.0,22.3,4.5
34,3,2,67441.1,4.5,0.0,758.0,20.5,4.1
34,4,4,1211.5,3.8,0.0,220.0,4.5,0.8
34,1,6,77023.5,5.9,0.0,364.0,12.1,4.3
34,4,2,57123.2,4.7,0.0,580.0,17.9,2.8
34,2,2,1223.2,3.0,0.0,75.0,2.8,0.5
34,4,3,52527.4,5.2,0.0,256.0,11.6,2.9
34,4,5,56479.8,4.3,0.0,292.0,8.2,1.3
34,5,6,146450.4,6.7,0.0,904.0,27.8,5.8
34,1,2,108025.9,4.2,0.0,615.0,12.1,2.5
34,6,3,60447.8,5.8,0.0,651.0,26.5,5.9
34,4,6,138479.9,6.6,0.0,904.0,25.5,5.6
34,3,1,152318.0,5.6,0.0,544.0,19.8,3.9
34,1,3,60364.6,5.1,0.0,759.0,20.8,4.6
34,3,4,126054.3,5.0,0.0,724.0,15.4,2.7
34,5,4,58423.6,4.2,0.0,471.0,10.2,2.8
34,2,3,97451.2,5.8,0.0,1119.0,27.5,4.1
34,2,4,147862.6,5.3,0.0,724.0,23.4,3.5
13,1,1,1224.2,3.9,0.0,40.0,2.3,0.5
13,2,1,84471.5,5.0,0.0,436.0,9.8,2.7
13,3,1,67942.8,4.7,0.0,652.0,14.9,2.1
13,4,1,107950.8,6.2,0.0,364.0,16.5,4.8
13,5,1,126467.7,4.3,0.0,471.0,11.8,2.9
13,6,1,63185.6,4.7,0.0,543.0,18.4,3.8
13,1,2,94950.6,4.6,0.0,399.0,10.4,3.6
13,2,2,1251.2,3.9,0.0,76.0,2.8,0.5
13,3,2,95259.1,4.8,0.0,579.0,20.2,4.0
13,4,2,84014.5,4.9,0.0,471.0,15.2,4.1
13,5,2,118191.3,5.1,0.0,616.0,18.9,2.7
13,6,2,127025.0,5.0,0.0,328.0,8.1,2.4
13,1,3,58911.0,5.3,0.0,220.0,8.2,3.2
13,2,3,118947.0,4.4,0.0,219.0,9.0,3.1
13,3,3,1234.7,2.9,0.0,39.0,1.9,0.4
13,4,3,124937.6,5.6,0.0,328.0,10.5,3.7
13,5,3,102280.3,4.2,0.0,148.0,5.2,1.2
13,6,3,92565.6,3.3,0.0,399.0,11.4,1.1
13,1,4,63334.3,2.9,0.0,470.0,13.9,2.0
13,2,4,128739.8,5.1,0.0,472.0,13.4,2.8
13,3,4,59064.1,4.3,0.0,292.0,6.7,1.2
13,4,4,1249.5,4.0,0.0,76.0,3.3,0.6
13,5,4,126739.7,4.4,0.0,219.0,9.2,3.2
13,6,4,61581.9,4.2,0.0,651.0,18.3,2.7
13,1,5,121697.7,6.6,0.0,543.0,30.8,7.3
13,2,5,124296.2,6.0,0.0,184.0,10.6,4.4
13,3,5,72341.4,4.4,0.0,256.0,7.8,1.5
13,4,5,61646.0,7.7,0.0,472.0,29.2,7.6
13,5,5,1449.8,2.0,0.0,218.0,4.1,0.4
13,6,5,71200.6,3.5,0.0,399.0,8.5,1.4
13,1,6,114005.9,4.3,0.0,220.0,6.1,1.4
13,2,6,149277.3,6.0,0.0,292.0,10.2,4.4
13,3,6,65538.6,4.0,0.0,363.0,8.5,2.4
13,4,6,117367.9,4.8,0.0,436.0,9.4,2.1
13,5,6,59932.8,5.3,0.0,688.0,11.3,3.1
13,6,6,1203.0,3.8,0.0,40.0,2.3,0.6
14,1,1,1336.6,3.8,0.0,40.0,2.6,0.7
14,2,1,123731.7,4.6,0.0,112.0,6.4,1.8
14,3,1,149069.3,6.4,0.0,436.0,13.8,5.2
14,4,1,147755.1,6.0,0.0,652.0,22.7,4.5
14,5,1,62426.4,6.1,0.0,364.0,14.1,4.7
14,6,1,137737.8,4.1,0.0,291.0,9.8,2.6
14,1,2,55746.6,4.4,0.0,183.0,8.9,3.1
14,2,2,1254.8,3.8,0.0,76.0,3.1,0.7
14,3,2,94869.6,5.8,0.0,796.0,24.2,4.3
14,4,2,63644.2,3.9,0.0,399.0,13.5,2.2
14,5,2,103784.2,6.9,0.0,436.0,22.1,6.1
14,6,2,54605.1,4.4,0.0,255.0,9.8,3.1
14,1,3,118976.8,9.6,0.0,652.0,43.7,11.4
14,2,3,61554.1,5.1,0.0,436.0,16.9,2.8
14,3,3,1213.7,3.7,0.0,40.0,2.2,0.7
14,4,3,148247.2,6.0,0.0,472.0,15.1,4.4
14,5,3,92521.2,5.7,0.0,1192.0,16.4,4.1
14,6,3,148593.7,11.3,0.0,832.0,45.7,14.1
14,1,4,89577.3,9.4,0.0,759.0,49.5,13.0
14,2,4,138184.7,5.5,0.0,400.0,13.7,3.5
14,3,4,61587.0,6.1,0.0,795.0,29.0,6.4
14,4,4,1208.4,3.7,0.0,40.0,2.0,0.7
14,5,4,56152.7,3.4,0.0,183.0,5.8,1.3
14,6,4,134417.8,7.9,0.0,832.0,33.2,8.0
14,1,5,64785.0,6.4,0.0,652.0,26.4,5.2
14,2,5,64820.8,10.2,0.0,868.0,45.5,12.3
14,3,5,97591.4,4.9,0.0,184.0,8.0,2.3
14,4,5,59024.6,4.8,0.0,112.0,7.1,2.3
14,5,5,1195.7,3.7,0.0,40.0,2.0,0.7
14,6,5,69544.7,6.8,0.0,688.0,32.7,6.1
14,1,6,58866.1,5.0,0.0,256.0,8.4,2.6
14,2,6,56454.7,5.2,0.0,292.0,9.3,3.1
14,3,6,64149.6,6.5,0.0,436.0,21.5,5.4
14,4,6,96044.8,19.0,0.0,832.0,72.9,28.3
14,5,6,61260.0,9.9,0.0,688.0,41.2,11.8
14,6,6,1221.2,4.2,0.0,76.0,4.9,1.2
15,1,1,1213.1,3.8,0.0,40.0,2.4,0.5
15,2,1,60079.6,6.2,0.0,255.0,14.0,6.4
15,3,1,112384.6,5.3,0.0,544.0,12.6,3.0
15,4,1,63500.7,3.6,0.0,399.0,10.3,1.6
15,5,1,67201.1,3.9,0.0,400.0,7.3,0.7
15,6,1,83862.9,4.2,0.0,112.0,5.2,1.1
15,1,2,130875.0,4.7,0.0,256.0,6.9,2.0
15,2,2,1227.6,2.9,0.0,39.0,2.0,0.4
15,3,2,57322.8,3.4,0.0,435.0,7.5,1.1
15,4,2,151647.2,5.2,0.0,1408.0,19.1,3.1
15,5,2,101853.3,5.0,0.0,435.0,20.4,4.4
15,6,2,79641.3,4.4,0.0,256.0,6.1,1.4
15,1,3,63865.5,5.3,0.0,472.0,12.1,3.2
15,2,3,97448.8,3.3,0.0,507.0,7.8,1.1
15,3,3,1219.1,3.8,0.0,112.0,2.5,0.5
15,4,3,55215.4,4.3,0.0,220.0,5.5,1.3
15,5,3,58431.9,4.5,0.0,112.0,5.9,1.6
15,6,3,89715.0,3.7,0.0,40.0,1.9,0.6
15,1,4,101700.1,4.0,0.0,435.0,13.8,2.5
15,2,4,140260.4,3.9,0.0,975.0,15.8,2.1
15,3,4,154566.6,4.0,0.0,219.0,7.3,2.3
15,4,4,1193.0,3.8,0.0,40.0,2.2,0.6
15,5,4,134053.0,4.1,0.0,292.0,4.9,0.8
15,6,4,158374.5,5.0,0.0,544.0,12.9,2.7
15,1,5,135292.7,5.2,0.0,436.0,10.5,2.9
15,2,5,147804.6,4.4,0.0,472.0,11.8,1.4
15,3,5,142151.2,3.6,0.0,543.0,12.2,1.6
15,4,5,53914.8,4.4,0.0,148.0,5.3,1.3
15,5,5,1185.8,3.7,0.0,40.0,1.9,0.6
15,6,5,82039.9,3.7,0.0,435.0,13.6,1.9
15,1,6,83451.9,4.3,0.0,543.0,18.0,3.0
15,2,6,76563.1,4.8,0.0,220.0,6.8,2.1
15,3,6,82830.2,4.7,0.0,976.0,13.6,2.0
15,4,6,62396.2,4.8,0.0,976.0,13.7,2.1
15,5,6,68266.3,6.9,0.0,436.0,21.8,6.0
15,6,6,1234.0,2.9,0.0,39.0,2.0,0.4
34,1,1,1207.4,3.7,0.0,112.0,2.5,0.7
34,2,1,147511.8,5.4,0.0,436.0,11.3,3.2
34,3,1,128955.3,6.1,0.0,508.0,20.8,4.7
34,4,1,161613.6,4.9,0.0,580.0,19.3,2.5
34,5,1,62211.3,5.7,0.0,832.0,27.0,4.0
34,6,1,154058.4,4.9,0.0,364.0,9.5,2.4
34,1,2,56550.9,3.8,0.0,291.0,8.8,2.0
34,2,2,1217.4,2.8,0.0,75.0,2.0,0.5
34,3,2,59971.2,5.7,0.0,975.0,26.6,5.7
34,4,2,85629.8,5.4,0.0,760.0,20.6,3.3
34,5,2,111628.6,4.4,0.0,436.0,16.5,1.7
34,6,2,54974.6,4.9,0.0,256.0,8.3,2.3
34,1,3,125590.1,8.8,0.0,724.0,34.4,9.5
34,2,3,105780.7,5.6,0.0,688.0,25.7,3.9
34,3,3,1215.8,4.1,0.0,76.0,4.4,0.9
