test_num,pinned_thread,thread1,thread2,thread1_wins,thread2_wins
13,55,4,36,500,500
13,56,4,36,499,501
13,57,4,36,502,498
13,58,4,36,500,500
13,59,4,36,501,499
13,60,4,36,500,500
13,61,4,36,495,505
13,62,4,36,500,500
13,63,4,36,500,500
13,0,5,37,502,498
13,1,5,37,500,500
13,2,5,37,503,497
13,3,5,37,498,502
13,4,5,37,499,501
13,5,5,37,500,500
13,6,5,37,502,498
13,7,5,37,503,497
13,8,5,37,501,499
13,9,5,37,501,499
13,10,5,37,501,499
13,11,5,37,500,500
13,12,5,37,499,501
13,13,5,37,503,497
13,14,5,37,495,505
13,15,5,37,501,499
13,16,5,37,500,500
13,17,5,37,500,500
13,18,5,37,498,502
13,19,5,37,500,500
13,20,5,37,503,497
13,21,5,37,500,500
13,22,5,37,500,500
13,23,5,37,500,500
13,24,5,37,500,500
13,25,5,37,499,501
13,26,5,37,502,498
13,27,5,37,501,499
13,28,5,37,501,499
13,29,5,37,499,501
13,30,5,37,505,495
13,31,5,37,498,502
13,32,5,37,495,505
13,33,5,37,500,500
13,34,5,37,500,500
13,35,5,37,499,501
13,36,5,37,502,498
13,37,5,37,500,500
13,38,5,37,503,497
13,39,5,37,500,500
13,40,5,37,502,498
13,41,5,37,501,499
13,42,5,37,500,500
13,43,5,37,500,500
13,44,5,37,502,498
13,45,5,37,502,498
13,46,5,37,500,500
13,47,5,37,500,500
13,48,5,37,497,503
13,49,5,37,500,500
13,50,5,37,501,499
13,51,5,37,500,500
13,52,5,37,502,498
13,53,5,37,500,500
13,54,5,37,499,501
13,55,5,37,500,500
13,56,5,37,502,498
13,57,5,37,500,500
13,58,5,37,497,503
13,59,5,37,500,500
13,60,5,37,498,502
13,61,5,37,500,500
13,62,5,37,500,500
13,63,5,37,500,500
13,0,6,38,498,502
13,1,6,38,500,500
13,2,6,38,500,500
13,3,6,38,500,500
13,4,6,38,500,500
13,5,6,38,499,501
13,6,6,38,500,500
13,7,6,38,508,492
13,8,6,38,501,499
13,9,6,38,499,501
13,10,6,38,501,499
13,11,6,38,500,500
13,12,6,38,499,501
13,13,6,38,503,497
13,14,6,38,500,500
13,15,6,38,503,497
13,16,6,38,500,500
13,17,6,38,501,499
13,18,6,38,503,497
13,19,6,38,500,500
13,20,6,38,500,500
13,21,6,38,496,504
13,22,6,38,500,500
13,23,6,38,499,501
13,24,6,38,500,500
13,25,6,38,503,497
13,26,6,38,500,500
13,27,6,38,501,499
13,28,6,38,501,499
13,29,6,38,499,501
13,30,6,38,501,499
13,31,6,38,502,498
13,32,6,38,501,499
13,33,6,38,500,500
13,34,6,38,500,500
13,35,6,38,500,500
13,36,6,38,500,500
13,37,6,38,498,502
13,38,6,38,500,500
13,39,6,38,500,500
13,40,6,38,500,500
13,41,6,38,493,507
13,42,6,38,500,500
13,43,6,38,502,498
13,44,6,38,500,500
13,45,6,38,504,496
13,46,6,38,500,500
13,47,6,38,499,501
13,48,6,38,500,500
13,49,6,38,487,513
13,50,6,38,500,500
13,51,6,38,501,499
13,52,6,38,500,500
13,53,6,38,507,493
13,54,6,38,501,499
13,55,6,38,500,500
13,56,6,38,500,500
13,57,6,38,498,502
13,58,6,38,500,500
13,59,6,38,501,499
13,60,6,38,502,498
13,61,6,38,507,493
13,62,6,38,501,499
13,63,6,38,500,500
13,0,7,39,501,499
13,1,7,39,503,497
13,2,7,39,501,499
13,3,7,39,500,500
13,4,7,39,502,498
13,5,7,39,500,500
13,6,7,39,500,500
13,7,7,39,500,500
13,8,7,39,503,497
13,9,7,39,502,498
13,10,7,39,501,499
13,11,7,39,500,500
13,12,7,39,501,499
13,13,7,39,499,501
13,14,7,39,499,501
13,15,7,39,500,500
13,16,7,39,502,498
13,17,7,39,501,499
13,18,7,39,502,498
13,19,7,39,500,500
13,20,7,39,504,496
13,21,7,39,501,499
13,22,7,39,500,500
13,23,7,39,501,499
13,24,7,39,499,501
13,25,7,39,500,500
13,26,7,39,502,498
13,27,7,39,497,503
13,28,7,39,499,501
13,29,7,39,500,500
13,30,7,39,501,499
13,31,7,39,501,499
13,32,7,39,500,500
13,33,7,39,501,499
13,34,7,39,501,499
13,35,7,39,500,500
13,36,7,39,503,497
13,37,7,39,499,501
13,38,7,39,500,500
13,39,7,39,500,500
13,40,7,39,499,501
13,41,7,39,496,504
13,42,7,39,500,500
13,43,7,39,500,500
13,44,7,39,499,501
13,45,7,39,500,500
13,46,7,39,504,496
13,47,7,39,500,500
13,48,7,39,500,500
13,49,7,39,500,500
13,50,7,39,503,497
13,51,7,39,501,499
13,52,7,39,501,499
13,53,7,39,499,501
13,54,7,39,501,499
13,55,7,39,502,498
13,56,7,39,500,500
13,57,7,39,500,500
13,58,7,39,501,499
13,59,7,39,498,502
13,60,7,39,503,497
13,61,7,39,498,502
13,62,7,39,499,501
13,63,7,39,500,500
13,0,8,40,502,498
13,1,8,40,501,499
13,2,8,40,500,500
13,3,8,40,500,500
13,4,8,40,501,499
13,5,8,40,501,499
13,6,8,40,501,499
13,7,8,40,502,498
13,8,8,40,500,500
13,9,8,40,500,500
13,10,8,40,500,500
13,11,8,40,498,502
13,12,8,40,502,498
13,13,8,40,498,502
13,14,8,40,500,500
13,15,8,40,501,499
13,16,8,40,500,500
13,17,8,40,495,505
13,18,8,40,500,500
13,19,8,40,501,499
13,20,8,40,502,498
13,21,8,40,502,498
13,22,8,40,500,500
13,23,8,40,503,497
13,24,8,40,499,501
13,25,8,40,501,499
13,26,8,40,499,501
13,27,8,40,501,499
13,28,8,40,500,500
13,29,8,40,501,499
13,30,8,40,502,498
13,31,8,40,496,504
13,32,8,40,500,500
13,33,8,40,500,500
13,34,8,40,499,501
13,35,8,40,502,498
13,36,8,40,499,501
13,37,8,40,500,500
13,38,8,40,501,499
13,39,8,40,488,512
13,40,8,40,500,500
13,41,8,40,499,501
13,42,8,40,501,499
13,43,8,40,499,501
13,44,8,40,500,500
13,45,8,40,502,498
13,46,8,40,501,499
13,47,8,40,495,505
13,48,8,40,500,500
13,49,8,40,491,509
13,50,8,40,501,499
13,51,8,40,498,502
13,52,8,40,500,500
13,53,8,40,499,501
13,54,8,40,500,500
13,55,8,40,498,502
13,56,8,40,501,499
13,57,8,40,496,504
13,58,8,40,500,500
13,59,8,40,501,499
13,60,8,40,500,500
13,61,8,40,499,501
13,62,8,40,500,500
13,63,8,40,502,498
13,0,9,41,502,498
13,1,9,41,500,500
13,2,9,41,498,502
13,3,9,41,499,501
13,4,9,41,499,501
13,5,9,41,497,503
13,6,9,41,502,498
13,7,9,41,500,500
13,8,9,41,501,499
13,9,9,41,500,500
13,10,9,41,499,501
13,11,9,41,500,500
13,12,9,41,500,500
13,13,9,41,499,501
13,14,9,41,499,501
13,15,9,41,497,503
13,16,9,41,500,500
13,17,9,41,501,499
13,18,9,41,503,497
13,19,9,41,500,500
13,20,9,41,499,501
13,21,9,41,502,498
13,22,9,41,500,500
13,23,9,41,500,500
13,24,9,41,499,501
13,25,9,41,499,501
13,26,9,41,505,495
13,27,9,41,499,501
13,28,9,41,500,500
13,29,9,41,499,501
13,30,9,41,504,496
13,31,9,41,499,501
13,32,9,41,502,498
13,33,9,41,500,500
13,34,9,41,500,500
13,35,9,41,501,499
13,36,9,41,501,499
13,37,9,41,500,500
13,38,9,41,502,498
13,39,9,41,500,500
13,40,9,41,504,496
13,41,9,41,500,500
13,42,9,41,498,502
13,43,9,41,501,499
13,44,9,41,506,494
13,45,9,41,500,500
13,46,9,41,501,499
13,47,9,41,500,500
13,48,9,41,504,496
13,49,9,41,500,500
13,50,9,41,499,501
13,51,9,41,500,500
13,52,9,41,501,499
13,53,9,41,501,499
13,54,9,41,501,499
13,55,9,41,499,501
13,56,9,41,503,497
13,57,9,41,499,501
13,58,9,41,500,500
13,59,9,41,500,500
13,60,9,41,501,499
13,61,9,41,500,500
13,62,9,41,501,499
13,63,9,41,501,499
13,0,10,42,502,498
13,1,10,42,500,500
13,2,10,42,500,500
13,3,10,42,500,500
13,4,10,42,500,500
13,5,10,42,500,500
13,6,10,42,498,502
13,7,10,42,502,498
13,8,10,42,494,506
13,9,10,42,502,498
13,10,10,42,500,500
13,11,10,42,502,498
13,12,10,42,500,500
13,13,10,42,501,499
13,14,10,42,500,500
13,15,10,42,496,504
13,16,10,42,500,500
13,17,10,42,497,503
13,18,10,42,499,501
13,19,10,42,506,494
13,20,10,42,499,501
13,21,10,42,501,499
13,22,10,42,500,500
13,23,10,42,502,498
13,24,10,42,501,499
13,25,10,42,502,498
13,26,10,42,500,500
13,27,10,42,498,502
13,28,10,42,500,500
13,29,10,42,501,499
13,30,10,42,501,499
13,31,10,42,502,498
13,32,10,42,500,500
13,33,10,42,502,498
13,34,10,42,501,499
13,35,10,42,496,504
13,36,10,42,500,500
13,37,10,42,501,499
13,38,10,42,500,500
13,39,10,42,502,498
13,40,10,42,501,499
13,41,10,42,502,498
13,42,10,42,500,500
13,43,10,42,503,497
13,44,10,42,500,500
13,45,10,42,499,501
13,46,10,42,500,500
13,47,10,42,496,504
13,48,10,42,500,500
13,49,10,42,498,502
13,50,10,42,500,500
13,51,10,42,500,500
13,52,10,42,499,501
13,53,10,42,502,498
13,54,10,42,501,499
13,55,10,42,502,498
13,56,10,42,500,500
13,57,10,42,497,503
13,58,10,42,501,499
13,59,10,42,502,498
13,60,10,42,502,498
13,61,10,42,500,500
13,62,10,42,500,500
13,63,10,42,500,500
13,0,11,43,500,500
13,1,11,43,501,499
13,2,11,43,502,498
13,3,11,43,500,500
13,4,11,43,504,496
13,5,11,43,498,502
13,6,11,43,499,501
13,7,11,43,501,499
13,8,11,43,501,499
13,9,11,43,500,500
13,10,11,43,502,498
13,11,11,43,500,500
13,12,11,43,502,498
13,13,11,43,500,500
13,14,11,43,500,500
13,15,11,43,500,500
13,16,11,43,501,499
13,17,11,43,501,499
13,18,11,43,502,498
13,19,11,43,500,500
13,20,11,43,499,501
13,21,11,43,500,500
13,22,11,43,502,498
13,23,11,43,500,500
13,24,11,43,500,500
13,25,11,43,500,500
13,26,11,43,500,500
13,27,11,43,499,501
13,28,11,43,501,499
13,29,11,43,501,499
13,30,11,43,502,498
13,31,11,43,499,501
13,32,11,43,508,492
13,33,11,43,500,500
13,34,11,43,501,499
13,35,11,43,500,500
13,36,11,43,502,498
13,37,11,43,501,499
13,38,11,43,500,500
13,39,11,43,502,498
13,40,11,43,499,501
13,41,11,43,500,500
13,42,11,43,502,498
13,43,11,43,500,500
13,44,11,43,501,499
13,45,11,43,502,498
13,46,11,43,500,500
13,47,11,43,500,500
13,48,11,43,500,500
13,49,11,43,501,499
13,50,11,43,497,503
13,51,11,43,501,499
13,52,11,43,494,506
13,53,11,43,500,500
13,54,11,43,499,501
13,55,11,43,501,499
13,56,11,43,502,498
13,57,11,43,500,500
13,58,11,43,500,500
13,59,11,43,500,500
13,60,11,43,500,500
13,61,11,43,501,499
13,62,11,43,501,499
13,63,11,43,501,499
13,0,12,44,500,500
13,1,12,44,501,499
13,2,12,44,500,500
13,3,12,44,506,494
13,4,12,44,500,500
13,5,12,44,503,497
13,6,12,44,500,500
13,7,12,44,502,498
13,8,12,44,501,499
13,9,12,44,501,499
13,10,12,44,499,501
13,11,12,44,501,499
13,12,12,44,500,500
13,13,12,44,506,494
13,14,12,44,500,500
13,15,12,44,500,500
13,16,12,44,502,498
13,17,12,44,504,496
13,18,12,44,501,499
13,19,12,44,502,498
13,20,12,44,499,501
13,21,12,44,504,496
13,22,12,44,502,498
13,23,12,44,503,497
13,24,12,44,501,499
13,25,12,44,498,502
13,26,12,44,501,499
13,27,12,44,501,499
13,28,12,44,498,502
13,29,12,44,496,504
13,30,12,44,501,499
13,31,12,44,502,498
13,32,12,44,500,500
13,33,12,44,501,499
13,34,12,44,499,501
13,35,12,44,500,500
13,36,12,44,500,500
13,37,12,44,503,497
13,38,12,44,500,500
13,39,12,44,495,505
13,40,12,44,500,500
13,41,12,44,500,500
13,42,12,44,500,500
13,43,12,44,499,501
13,44,12,44,500,500
13,45,12,44,502,498
13,46,12,44,501,499
13,47,12,44,502,498
13,48,12,44,500,500
13,49,12,44,502,498
13,50,12,44,498,502
13,51,12,44,501,499
13,52,12,44,501,499
13,53,12,44,501,499
13,54,12,44,499,501
13,55,12,44,497,503
13,56,12,44,502,498
13,57,12,44,501,499
13,58,12,44,501,499
13,59,12,44,500,500
13,60,12,44,502,498
13,61,12,44,502,498
13,62,12,44,500,500
13,63,12,44,501,499
13,0,13,45,503,497
13,1,13,45,500,500
13,2,13,45,499,501
13,3,13,45,501,499
13,4,13,45,501,499
13,5,13,45,499,501
13,6,13,45,498,502
13,7,13,45,500,500
13,8,13,45,499,501
13,9,13,45,501,499
13,10,13,45,499,501
13,11,13,45,500,500
13,12,13,45,501,499
13,13,13,45,501,499
13,14,13,45,502,498
13,15,13,45,499,501
13,16,13,45,499,501
13,17,13,45,500,500
13,18,13,45,502,498
13,19,13,45,498,502
13,20,13,45,498,502
13,21,13,45,500,500
13,22,13,45,496,504
13,23,13,45,499,501
13,24,13,45,499,501
13,25,13,45,500,500
13,26,13,45,497,503
13,27,13,45,501,499
13,28,13,45,504,496
13,29,13,45,501,499
13,30,13,45,500,500
13,31,13,45,501,499
13,32,13,45,501,499
13,33,13,45,500,500
13,34,13,45,501,499
13,35,13,45,500,500
13,36,13,45,496,504
13,37,13,45,502,498
13,38,13,45,501,499
13,39,13,45,498,502
13,40,13,45,499,501
13,41,13,45,500,500
13,42,13,45,500,500
13,43,13,45,500,500
13,44,13,45,491,509
13,45,13,45,500,500
13,46,13,45,498,502
13,47,13,45,500,500
13,48,13,45,499,501
13,49,13,45,500,500
13,50,13,45,501,499
13,51,13,45,500,500
13,52,13,45,500,500
13,53,13,45,500,500
13,54,13,45,501,499
13,55,13,45,500,500
13,56,13,45,501,499
13,57,13,45,500,500
13,58,13,45,503,497
13,59,13,45,501,499
13,60,13,45,501,499
13,61,13,45,500,500
13,62,13,45,501,499
13,63,13,45,499,501
13,0,14,46,501,499
13,1,14,46,501,499
13,2,14,46,502,498
13,3,14,46,499,501
13,4,14,46,501,499
13,5,14,46,501,499
13,6,14,46,501,499
13,7,14,46,503,497
13,8,14,46,499,501
13,9,14,46,501,499
13,10,14,46,501,499
13,11,14,46,502,498
13,12,14,46,500,500
13,13,14,46,499,501
13,14,14,46,500,500
13,15,14,46,502,498
13,16,14,46,499,501
13,17,14,46,500,500
13,18,14,46,502,498
13,19,14,46,497,503
13,20,14,46,499,501
13,21,14,46,499,501
13,22,14,46,500,500
13,23,14,46,504,496
13,24,14,46,504,496
13,25,14,46,502,498
13,26,14,46,499,501
13,27,14,46,501,499
13,28,14,46,501,499
13,29,14,46,501,499
13,30,14,46,501,499
13,31,14,46,499,501
13,32,14,46,500,500
13,33,14,46,502,498
13,34,14,46,500,500
13,35,14,46,500,500
13,36,14,46,501,499
13,37,14,46,500,500
13,38,14,46,500,500
13,39,14,46,500,500
13,40,14,46,500,500
13,41,14,46,500,500
13,42,14,46,500,500
13,43,14,46,509,491
13,44,14,46,499,501
13,45,14,46,501,499
13,46,14,46,500,500
13,47,14,46,499,501
13,48,14,46,501,499
13,49,14,46,498,502
13,50,14,46,502,498
13,51,14,46,500,500
13,52,14,46,500,500
13,53,14,46,502,498
13,54,14,46,499,501
13,55,14,46,502,498
13,56,14,46,501,499
13,57,14,46,499,501
13,58,14,46,500,500
13,59,14,46,502,498
13,60,14,46,501,499
13,61,14,46,502,498
13,62,14,46,501,499
13,63,14,46,501,499
13,0,15,47,499,501
13,1,15,47,500,500
13,2,15,47,501,499
13,3,15,47,501,499
13,4,15,47,498,502
13,5,15,47,501,499
13,6,15,47,499,501
13,7,15,47,500,500
13,8,15,47,497,503
13,9,15,47,499,501
13,10,15,47,499,501
13,11,15,47,501,499
13,12,15,47,502,498
13,13,15,47,500,500
13,14,15,47,501,499
13,15,15,47,500,500
13,16,15,47,502,498
13,17,15,47,501,499
13,18,15,47,496,504
13,19,15,47,501,499
13,20,15,47,503,497
13,21,15,47,501,499
13,22,15,47,500,500
13,23,15,47,500,500
13,24,15,47,498,502
13,25,15,47,500,500
13,26,15,47,500,500
13,27,15,47,504,496
13,28,15,47,497,503
13,29,15,47,507,493
13,30,15,47,499,501
13,31,15,47,500,500
13,32,15,47,498,502
13,33,15,47,500,500
13,34,15,47,501,499
13,35,15,47,500,500
13,36,15,47,499,501
13,37,15,47,499,501
13,38,15,47,504,496
13,39,15,47,500,500
13,40,15,47,498,502
13,41,15,47,500,500
13,42,15,47,499,501
13,43,15,47,500,500
13,44,15,47,497,503
13,45,15,47,500,500
13,46,15,47,500,500
13,47,15,47,500,500
13,48,15,47,500,500
13,49,15,47,500,500
13,50,15,47,502,498
13,51,15,47,500,500
13,52,15,47,498,502
13,53,15,47,500,500
13,54,15,47,502,498
13,55,15,47,500,500
13,56,15,47,501,499
13,57,15,47,500,500
13,58,15,47,500,500
13,59,15,47,500,500
13,60,15,47,500,500
13,61,15,47,500,500
13,62,15,47,501,499
13,63,15,47,500,500
13,0,16,48,500,500
13,1,16,48,501,499
13,2,16,48,499,501
13,3,16,48,500,500
13,4,16,48,500,500
13,5,16,48,503,497
13,6,16,48,501,499
13,7,16,48,501,499
13,8,16,48,500,500
13,9,16,48,505,495
13,10,16,48,500,500
13,11,16,48,498,502
13,12,16,48,500,500
13,13,16,48,499,501
13,14,16,48,500,500
13,15,16,48,500,500
13,16,16,48,500,500
13,17,16,48,501,499
13,18,16,48,501,499
13,19,16,48,500,500
13,20,16,48,500,500
13,21,16,48,500,500
13,22,16,48,499,501
13,23,16,48,501,499
13,24,16,48,502,498
13,25,16,48,501,499
13,26,16,48,500,500
13,27,16,48,501,499
13,28,16,48,501,499
13,29,16,48,501,499
13,30,16,48,500,500
13,31,16,48,499,501
13,32,16,48,499,501
13,33,16,48,503,497
13,34,16,48,501,499
13,35,16,48,501,499
13,36,16,48,499,501
13,37,16,48,500,500
13,38,16,48,500,500
13,39,16,48,501,499
13,40,16,48,500,500
13,41,16,48,492,508
13,42,16,48,500,500
13,43,16,48,501,499
13,44,16,48,501,499
13,45,16,48,501,499
13,46,16,48,500,500
13,47,16,48,501,499
13,48,16,48,500,500
13,49,16,48,500,500
13,50,16,48,500,500
13,51,16,48,502,498
13,52,16,48,499,501
13,53,16,48,504,496
13,54,16,48,500,500
13,55,16,48,502,498
13,56,16,48,500,500
13,57,16,48,502,498
13,58,16,48,500,500
13,59,16,48,501,499
13,60,16,48,501,499
13,61,16,48,502,498
13,62,16,48,498,502
13,63,16,48,501,499
13,0,17,49,503,497
13,1,17,49,501,499
13,2,17,49,499,501
13,3,17,49,500,500
13,4,17,49,499,501
13,5,17,49,500,500
13,6,17,49,497,503
13,7,17,49,499,501
13,8,17,49,502,498
13,9,17,49,501,499
13,10,17,49,496,504
13,11,17,49,500,500
13,12,17,49,502,498
13,13,17,49,503,497
13,14,17,49,502,498
13,15,17,49,501,499
13,16,17,49,504,496
13,17,17,49,500,500
13,18,17,49,502,498
13,19,17,49,500,500
13,20,17,49,499,501
13,21,17,49,501,499
13,22,17,49,500,500
13,23,17,49,499,501
13,24,17,49,499,501
13,25,17,49,500,500
13,26,17,49,500,500
13,27,17,49,498,502
13,28,17,49,501,499
13,29,17,49,500,500
13,30,17,49,503,497
13,31,17,49,501,499
13,32,17,49,499,501
13,33,17,49,500,500
13,34,17,49,499,501
13,35,17,49,500,500
13,36,17,49,494,506
13,37,17,49,498,502
13,38,17,49,501,499
13,39,17,49,500,500
13,40,17,49,497,503
13,41,17,49,500,500
13,42,17,49,498,502
13,43,17,49,500,500
13,44,17,49,500,500
13,45,17,49,501,499
13,46,17,49,496,504
13,47,17,49,500,500
13,48,17,49,501,499
13,49,17,49,550,450
13,50,17,49,501,499
13,51,17,49,500,500
13,52,17,49,498,502
13,53,17,49,500,500
13,54,17,49,501,499
13,55,17,49,500,500
13,56,17,49,502,498
13,57,17,49,500,500
13,58,17,49,503,497
13,59,17,49,500,500
13,60,17,49,499,501
13,61,17,49,500,500
13,62,17,49,502,498
13,63,17,49,500,500
13,0,18,50,501,499
13,1,18,50,501,499
13,2,18,50,500,500
13,3,18,50,499,501
13,4,18,50,499,501
13,5,18,50,498,502
13,6,18,50,500,500
13,7,18,50,501,499
13,8,18,50,500,500
